Date,Mots-clés,Localisation,Total offres,Redirection externe,Candidature directe,Déjà postulées,Candidatures réussies,Candidatures échouées,Erreurs techniques
2025-06-23 23:01:02,Product Owner,Paris,0,0,0,0,0,0,0
