Titre,Entreprise,Lieu,Description,Lien,Statut
Conseiller·ère e‑commerce & communication - Joaillerie/Horlogerie (CDI) Vannes,Mesure et art du temps,"2 Rue Emile Burgault, Vannes, France","Mesure et Art du Temps - Bijoutier & Horloger
Après des études à la Vallée de Joux en Suisse romande, travaillant au sein de la manufacture horlogère Gérald Genta, Jacques et Sylvie viennent s'installer en France pour créer leur atelier-boutique Mesure et Art du Temps. De cette association est née une élégante alliance de bijoux d'exception et de garde-temps rarissime.
Conseiller·ère e‑commerce & communication – Joaillerie/Horlogerie
(CDI)
Vous rejoignez une maison de luxe, avec pour mission de valoriser nos collections sur tous les canaux : marketplace, site web, réseaux sociaux, boutique, salons internationaux. Un poste complet, mêlant créativité, rigueur et élégance, pour évoluer durablement.
Critères de réussite
Création de fiches produits et contenus visuels élégants et optimisés (SEO, marketplace, réseaux)
Production de photos/vidéos haut de gamme et vitrines (physiques & digitales) raffinées
Service client premium, avec réponses professionnelles et attentionnées
Participation aux achats en salons, en anglais et en français
Optimisation du site web : UX, SEO, suivi des performances
Profil attendu
Étudiant·e ou diplômé·e Bac+3 à Bac+5 en e‑commerce, marketing, communication ou équivalent
Bilingue français/anglais, excellent à l’écrit et à l’oral
Premières expériences en e‑commerce (idéal luxe/horlogerie/joaillerie)
Maîtrise outils photo/vidéo, réseau social, notions SEO
Savoir‑être indispensable
Présentation soignée, aisance relationnelle dans le luxe
Adaptabilité, discrétion, sens du service
Rigueur, professionnalisme, créativité raffinée
Curiosité culturelle, ouverture aux tendances
E-mail
Prénom
Nom
Message
Votre CV
(PDF - Max : 5 Mo)
Votre lettre de motivation
(PDF - Max : 5 Mo)

Ou

Continuer avec

En cliquant sur postuler, je crée mon profil iQuesta et j'accepte les conditions d'utilisation d'iQuesta.",https://www.iquesta.com/Offre-Conseillerere-Ecommerce-Communication-Joailleriehorlogerie-cdi-Vannes-mesure-Et-Art-Du-Temps-341950.html?term=Marketing&disciplines=0&regions=6,Candidature simulée
